id,subdistrict_id,soil_type_id,fertility_top,ph_top,ph_low,year
10920410,920410,13,H,6.0-8.0,7.5-8.0,2566
10920411,920411,62,L,zSC,zSC,2566
10920412,920412,26,L,5.0-6.5,4.5-5.5,2566
10920413,920413,26,L,5.0-6.5,4.5-5.5,2566
10920501,920501,34,L,5.0-6.5,4.5-5.5,2566
10920502,920502,13,L,6.0-8.0,4.5-5.5,2566
10920503,920503,34,L,zSC,4.5-5.5,2566
10920504,920504,50,L,zSC,4.5-5.5,2566
10920505,920505,62,L,zSC,4.5-5.5,2566
10920601,920601,51,L,4.5-5.0,4.5-5.5,2566
10920602,920602,62,L,5.0-5.5,4.5-5.5,2566
10920605,920605,34,L,5.0-6.5,4.5-5.5,2566
10920606,920606,62,L,zSC,4.5-5.5,2566
10920607,920607,62,L,zSC,4.5-5.5,2566
10920608,920608,62,zSC,zSC,zSC,2566
10920609,920609,34,L,5.0-6.5,4.5-5.5,2566
10920610,920610,26,L,5.0-5.5,4.5-5.5,2566
10920611,920611,51,L,4.5-5.0,4.5-5.5,2566
10920614,920614,34,L,5.0-6.5,4.5-5.5,2566
10920615,920615,17,L,4.5-6.0,4.5-5.5,2566
10920616,920616,62,L,5.0-5.5,4.5-5.5,2566
10920617,920617,34,L,5.0-5.5,4.5-5.5,2566
10920619,920619,34,L,5.0-6.5,4.5-5.5,2566
10920620,920620,51,L,4.5-5.0,4.5-5.5,2566
10920621,920621,34,L,5.0-6.5,4.5-5.5,2566
10920701,920701,50,L,5.0-5.5,4.5-5.5,2566
10920702,920702,50,L,5.0-6.5,4.5-5.5,2566
10920703,920703,34,L,5.0-6.5,4.5-5.5,2566
10920704,920704,17,L,5.0-5.5,4.5-5.5,2566
10920705,920705,62,L,5.0-6.5,4.5-5.5,2566
10920801,920801,6,L,5.5-6.5,4.5-5.5,2566
10920802,920802,26,L,5.0-5.5,4.5-5.5,2566
10920803,920803,53,L,5.0-5.5,4.5-5.5,2566
10920804,920804,26,M,5.0-6.5,4.5-5.5,2566
10920805,920805,51,L,4.5-5.0,4.5-5.5,2566
10920806,920806,34,L,5.0-5.5,4.5-5.5,2566
10920901,920901,26,L,5.0-5.5,4.5-5.5,2566
10920902,920902,26,M,5.0-5.5,4.5-5.5,2566
10920903,920903,53,L,5.0-5.5,4.5-5.5,2566
10920904,920904,51,L,4.5-5.0,4.5-5.5,2566
10920905,920905,51,L,4.5-5.0,4.5-5.5,2566
10921001,921001,39,L,6.0-8.0,4.5-5.5,2566
10921002,921002,39,L,5.0-5.5,4.5-5.5,2566
10921003,921003,999,L,zI,zI,2566
10930101,930101,62,zSC,zSC,zSC,2566
10930103,930103,16,L,4.5-6.0,4.5-5.5,2566
10930104,930104,6,L,5.0-6.0,4.5-5.5,2566
10930105,930105,6,L,4.5-6.0,4.5-5.5,2566
10930106,930106,26,L,5.0-6.0,4.5-5.5,2566
10930107,930107,5,L,5.5-6.5,4.5-5.5,2566
10930108,930108,6,L,5.0-6.0,4.5-5.5,2566
10930109,930109,22,L,4.5-6.0,4.5-5.5,2566
10930110,930110,26,L,5.0-6.5,4.5-5.5,2566
10930111,930111,39,L,4.5-5.5,4.5-5.5,2566
10930112,930112,26,M,5.0-6.5,4.5-5.5,2566
10930113,930113,6,L,5.5-6.5,4.5-5.5,2566
10930114,930114,45,L,5.0-6.0,4.5-5.5,2566
10930115,930115,62,L,zSC,zSC,2566
10930201,930201,53,L,5.0-5.5,4.5-5.5,2566
10930202,930202,45,L,5.5-6.5,4.5-5.5,2566
10930203,930203,26,L,5.0-5.5,4.5-5.5,2566
10930204,930204,26,L,5.0-5.5,4.5-5.5,2566
10930205,930205,50,L,5.5-6.5,4.5-5.5,2566
10930301,930301,45,L,5.0-6.0,4.5-5.5,2566
10930302,930302,34,L,5.0-6.0,4.5-5.5,2566
10930305,930305,6,L,5.0-5.5,4.5-5.5,2566
10930306,930306,6,L,4.5-6.0,4.5-5.5,2566
10930307,930307,45,L,5.0-6.0,4.5-5.5,2566
10930401,930401,45,L,5.0-6.0,4.5-5.5,2566
10930402,930402,51,L,5.0-5.5,4.5-5.5,2566
10930403,930403,34,L,5.0-5.5,4.5-5.5,2566
10930501,930501,45,L,5.0-6.0,4.5-5.5,2566
10930502,930502,57,M,<4.5,<4.5,2566
10930504,930504,26,L,4.5-5.0,4.5-5.5,2566
10930505,930505,62,zSC,zSC,4.5-5.5,2566
10930506,930506,6,L,4.5-6.0,4.5-5.5,2566
10930508,930508,17,L,4.5-6.0,4.5-5.5,2566
10930509,930509,26,M,5.0-6.5,4.5-5.5,2566
10930510,930510,6,L,5.5-6.5,4.5-5.5,2566
10930511,930511,62,zSC,zSC,zSC,2566
10930512,930512,57,L,<4.5,4.5-5.5,2566
10930513,930513,6,L,5.0-6.0,4.5-5.5,2566
10930516,930516,6,L,5.5-6.5,4.5-5.5,2566
10930601,930601,62,L,zSC,zSC,2566
10930602,930602,6,L,5.5-6.5,4.5-5.5,2566
10930603,930603,51,L,4.5-5.0,4.5-5.5,2566
10930604,930604,999,zMARSH,zMARSH,zMARSH,2566
10930605,930605,45,L,5.0-6.0,4.5-5.5,2566
10930606,930606,39,L,4.5-5.5,4.5-5.5,2566
10930607,930607,39,L,4.5-5.5,4.5-5.5,2566
10930701,930701,26,L,5.0-6.5,4.5-5.5,2566
10930702,930702,26,L,5.0-6.5,4.5-5.5,2566
10930703,930703,51,L,4.5-5.0,4.5-5.5,2566
10930801,930801,17,L,5.0-6.0,4.5-5.5,2566
10930802,930802,59,M,5.0-6.5,5.5-7.0,2566
10930803,930803,62,zSC,zSC,zSC,2566
10930804,930804,39,L,4.5-5.5,4..5-5.5,2566
10930806,930806,39,L,4.5-5.5,4.5-5.5,2566
10930901,930901,17,L,4.5-6.0,4.5-5.5,2566
10930902,930902,6,L,5.0-6.0,4.5-5.5,2566
10930903,930903,17,L,5.0-6.0,4.5-5.5,2566
10931001,931001,26,L,5.0-6.5,4.5-5.5,2566
10931002,931002,26,L,5.0-5.5,4.5-5.5,2566
10931003,931003,53,L,5.0-5.5,4.5-5.5,2566
10931004,931004,26,L,5.0-6.5,4.5-5.5,2566
10931101,931101,26,L,5.0-6.5,4.5-5.5,2566
10931102,931102,26,L,5.0-6.5,4.5-5.5,2566
10931103,931103,50,L,5.0-6.5,4.5-5.5,2566
10931104,931104,26,L,5.0-5.5,4.5-5.5,2566
10940106,940106,14,L,4.5-5.0,4.5-5.0,2566
10940107,940107,6,L,4.5-6.0,4.5-5.5,2566
10940109,940109,14,L,5.5-6.5,5.5-8.0,2566
10940111,940111,14,L,4.5-5.0,4.5-5.0,2566
10940112,940112,6,L,5.5-6.5,4.5-5.5,2566
10940113,940113,6,L,5.5-6.5,4.5-5.5,2566
10940201,940201,32,M,4.5-6.0,4.5-6.0,2566
10940202,940202,17,L,4.5-6.0,4.5-5.5,2566
10940203,940203,17,L,4.5-6.0,4.5-5.5,2566
10940204,940204,17,L,4.5-6.0,4.5-5.5,2566
10940205,940205,62,zSC,zSC,zSC,2566
10940206,940206,39,L,4.5-5.5,4.5-5.5,2566
10940207,940207,62,zSC,zSC,zSC,2566
10940208,940208,34,L,5.0-5.5,4.5-5.0,2566
10940211,940211,14,L,4.5-5.0,4.5-5.0,2566
10940213,940213,39,L,4.5-5.5,4.5-5.5,2566
10940214,940214,6,L,5.5-6.5,4.5-5.5,2566
10940215,940215,39,L,4.5-5.5,4.5-5.5,2566
10940301,940301,16,L,4.5-6.0,4.5-5.5,2566
10940302,940302,6,L,5.5-6.5,4.5-5.5,2566
10940303,940303,14,L,5.5-6.5,5.5-8.0,2566
10940304,940304,26,M,5.0-6.5,4.5-5.5,2566
10940305,940305,14,L,4.5-5.0,4.5-5.0,2566
10940306,940306,43,L,4.5-6.0,5.0-6.0,2566
10940307,940307,39,L,4.5-5.5,4.5-5.5,2566
10940308,940308,14,L,4.5-5.0,4.5-5.0,2566
10940310,940310,16,L,4.5-6.0,4.5-5.5,2566
10940311,940311,6,L,5.5-6.5,4.5-5.5,2566
10940312,940312,6,L,5.5-6.5,4.5-5.5,2566
10940401,940401,999,zW,zW,zW,2566
10940402,940402,14,L,5.5-6.5,5.5-8.0,2566
10940403,940403,14,L,5.5-6.5,5.5-8.0,2566
10940404,940404,42,L,4.5-6.0,5.0-6.0,2566
10940405,940405,59,M,5.0-6.5,5.5-7.0,2566
10940406,940406,14,L,4.5-5.0,4.5-5.0,2566
10940407,940407,34,L,5.0-5.5,4.5-5.0,2566
10940408,940408,42,L,4.5-6.0,5.0-6.0,2566
10940409,940409,14,L,5.5-6.5,5.5-8.0,2566
10940410,940410,42,L,4.5-6.0,5.0-6.0,2566
10940501,940501,22,L,5.5-6.5,5.5-6.5,2566
10940502,940502,10,M,4.5-5.0,<4.5,2566
10940503,940503,6,L,5.5-6.5,4.5-5.5,2566
10940504,940504,42,L,4.5-6.0,5.0-6.0,2566
10940505,940505,6,L,5.5-6.5,4.5-5.5,2566
10940506,940506,34,L,5.0-5.5,4.5-5.0,2566
10940507,940507,6,L,5.5-6.5,4.5-5.5,2566
10940508,940508,26,M,5.0-6.5,4.5-5.5,2566
10940509,940509,34,L,5.0-5.5,4.5-5.0,2566
10940510,940510,32,L,5.0-5.5,4.5-5.0,2566
10940511,940511,6,L,5.5-6.5,4.5-5.5,2566
10940512,940512,17,L,5.0-6.0,4.5-5.5,2566
10940513,940513,6,L,5.5-6.5,4.5-5.5,2566
10940601,940601,999,zMARSH,zMARSH,zMARSH,2566
10940602,940602,34,L,5.0-5.5,4.5-5.0,2566
10940603,940603,999,zMARSH,zMARSH,zMARSH,2566
10940604,940604,59,M,5.0-6.5,5.5-7.0,2566
10940701,940701,59,M,5.0-6.5,5.5-7.0,2566
10940702,940702,6,L,5.5-6.5,4.5-5.5,2566
10940703,940703,23,L,5.0-5.5,5.0-6.0,2566
10940704,940704,42,L,4.5-6.0,5.0-6.0,2566
10940705,940705,6,L,5.5-6.5,4.5-5.5,2566
10940706,940706,17,L,5.0-6.0,4.5-5.5,2566
10940707,940707,6,L,5.5-6.5,4.5-5.5,2566
10940708,940708,59,M,5.0-6.5,5.5-7.0,2566
10940709,940709,59,M,5.0-6.5,5.5-7.0,2566
10940710,940710,23,L,5.0-5.5,5.0-6.0,2566
10940711,940711,34,L,5.0-5.5,4.5-5.0,2566
10940801,940801,14,L,4.5-5.0,4.5-5.0,2566
10940802,940802,59,M,5.0-6.5,5.5-7.0,2566
10940803,940803,32,L,5.0-5.5,4.5-5.0,2566
10940804,940804,43,L,5.0-6.5,5.0-6.0,2566
10940901,940901,6,L,5.5-6.5,4.5-5.5,2566
10940902,940902,14,L,5.5-6.5,5.5-8.0,2566
10940903,940903,14,L,4.5-5.0,4.5-5.0,2566
10940904,940904,23,L,5.0-5.5,5.0-6.0,2566
10940905,940905,14,L,4.5-5.0,4.5-5.0,2566
10940906,940906,14,L,5.5-6.5,5.5-8.0,2566
10940907,940907,23,L,5.0-5.5,5.0-6.0,2566
10940908,940908,10,M,4.5-5.0,<4.5,2566
10940910,940910,14,L,5.5-6.5,5.5-8.0,2566
10940911,940911,43,L,5.0-6.5,5.0-6.0,2566
10940912,940912,32,L,5.0-5.5,4.5-5.0,2566
10940913,940913,14,L,4.5-5.0,4.5-5.0,2566
10940914,940914,14,L,4.5-5.0,4.5-5.0,2566
10940915,940915,43,L,5.0-6.5,5.0-6.0,2566
10940916,940916,14,L,5.5-6.5,5.5-8.0,2566
10940917,940917,14,L,4.5-5.0,4.5-5.0,2566
10941001,941001,6,L,5.5-6.5,4.5-5.5,2566
10941002,941002,6,L,5.5-6.5,4.5-5.5,2566
10941003,941003,6,L,5.5-6.5,4.5-5.5,2566
10941004,941004,6,L,5.5-6.5,4.5-5.5,2566
10941005,941005,6,L,5.5-6.5,4.5-5.5,2566
10941006,941006,6,L,5.5-6.5,4.5-5.5,2566
10941007,941007,6,L,5.5-6.5,4.5-5.5,2566
10941008,941008,6,L,5.5-6.5,4.5-5.5,2566
10941009,941009,6,L,5.5-6.5,4.5-5.5,2566
10941010,941010,32,L,4.5-6.0,5.0-5.5,2566
10941011,941011,26,M,5.0-6.5,4.5-5.5,2566
10941012,941012,39,L,4.5-5.5,4.5-5.5,2566
10941101,941101,62,zSC,zSC,zSC,2566
10941102,941102,32,L,5.0-5.5,4.5-5.0,2566
10941103,941103,34,M,4.5-6.0,4.5-6.0,2566
10941201,941201,6,L,5.5-6.5,4.5-5.5,2566
10941202,941202,32,M,4.5-6.0,4.5-6.0,2566
10941203,941203,39,L,4.5-5.5,4.5-5.5,2566
10950101,950101,32,L,4.5-6.0,5.0-5.5,2566
10950102,950102,26,L,5.0-6.5,4.5-5.5,2566
10950103,950103,32,L,4.5-6.0,5.0-5.5,2566
10950104,950104,34,L,5.0-5.5,4.5-5.0,2566
10950106,950106,34,L,5.0-5.5,4.5-5.0,2566
10950108,950108,32,L,4.5-6.0,5.0-5.5,2566
10950109,950109,34,L,5.0-5.5,4.5-5.0,2566
10950110,950110,50,L,5.0-6.5,4.5-5.5,2566
10950111,950111,34,L,5.0-5.5,4.5-5.0,2566
10950112,950112,32,L,4.5-6.0,5.0-5.5,2566
10950114,950114,45,L,5.5-6.5,4.5-5.5,2566
10950115,950115,34,L,5.0-5.5,4.5-5.0,2566
10950116,950116,50,L,5.5-6.5,5.0-5.5,2566
10950118,950118,6,L,5.5-6.5,4.5-5.5,2566
10950201,950201,60,M,5.0-6.5,5.5-7.0,2566
10950202,950202,60,M,5.0-6.5,5.5-7.0,2566
10950203,950203,60,M,5.0-6.5,5.5-7.0,2566
10950204,950204,53,L,5.0-5.5,4.5-5.5,2566
10950205,950205,60,M,5.0-6.5,5.5-7.0,2566
10950301,950301,51,L,4.5-5.0,4.5-5.5,2566
10950302,950302,53,L,5.0-5.5,4.5-5.5,2566
10950303,950303,53,L,5.0-5.5,4.5-5.5,2566
10950304,950304,53,L,5.0-5.5,4.5-5.5,2566
10950305,950305,51,L,4.5-5.0,4.5-5.5,2566
10950306,950306,53,L,5.0-5.5,4.5-5.5,2566
10950401,950401,51,L,4.5-5.0,4.5-5.5,2566
10950402,950402,53,L,5.0-5.5,4.5-5.5,2566
10950403,950403,50,L,5.0-6.5,4.5-5.5,2566
10950404,950404,53,L,5.0-5.5,4.5-5.5,2566
10950501,950501,34,L,5.0-5.5,4.5-5.0,2566
10950502,950502,50,L,5.5-6.5,5.0-5.5,2566
10950503,950503,50,L,5.5-6.5,5.0-5.5,2566
10950504,950504,39,L,4.5-5.5,4.5-5.5,2566
10950506,950506,26,L,5.0-6.5,4.5-5.5,2566
10950507,950507,34,L,5.0-5.5,4.5-5.0,2566
10950508,950508,34,L,5.0-6.5,4.5-5.5,2566
10950601,950601,53,L,5.0-5.5,4.5-5.5,2566
10950602,950602,51,L,4.5-5.0,4.5-5.5,2566
10950603,950603,26,L,5.0-6.5,4.5-5.5,2566
10950604,950604,50,L,5.5-6.5,5.0-5.5,2566
10950605,950605,62,zSC,zSC,zSC,2566
10950606,950606,34,L,5.0-5.5,4.5-5.0,2566
10950607,950607,34,L,5.0-5.5,4.5-5.0,2566
10950608,950608,50,L,5.5-6.5,5.0-5.5,2566
10950609,950609,50,L,5.0-6.5,4.5-5.5,2566
10950610,950610,17,L,5.0-6.0,4.5-5.5,2566
10950611,950611,50,L,5.5-6.5,5.0-5.5,2566
10950612,950612,26,L,5.0-6.5,4.5-5.5,2566
10950613,950613,50,L,5.5-6.5,5.0-5.5,2566
10950614,950614,50,L,5.0-6.5,4.5-5.5,2566
10950615,950615,32,L,5.0-5.5,4.5-5.0,2566
10950616,950616,34,L,5.0-5.5,4.5-5.0,2566
10950701,950701,34,M,4.5-6.0,4.5-6.0,2566
10950702,950702,50,L,5.0-6.5,4.5-5.5,2566
10950801,950801,34,L,5.0-5.5,4.5-5.0,2566
10950802,950802,51,L,4.5-5.0,4.5-5.5,2566
10950803,950803,32,L,4.5-6.0,5.0-5.5,2566
10950804,950804,51,L,4.5-5.0,4.5-5.5,2566
10960101,960101,43,L,5.0-6.5,5.0-6.0,2566
10960102,960102,14,L,4.5-5.0,4.5-5.0,2566
10960103,960103,6,L,5.5-6.5,4.5-5.5,2566
10960104,960104,6,L,5.5-6.5,4.5-5.5,2566
10960105,960105,14,L,4.5-5.0,4.5-5.0,2566
10960106,960106,14,L,5.5-6.5,5.5-8.0,2566
10960107,960107,43,L,5.0-6.5,5.0-6.0,2566
10960201,960201,43,L,5.0-6.5,5.0-6.0,2566
10960202,960202,14,L,4.5-5.0,4.5-5.0,2566
10960203,960203,14,L,4.5-5.0,4.5-5.0,2566
10960204,960204,43,L,5.0-6.5,5.0-6.0,2566
10960205,960205,14,L,4.5-5.0,4.5-5.0,2566
10960206,960206,32,L,4.5-6.0,5.0-5.5,2566
10960207,960207,16,L,4.5-6.0,4.5-5.5,2566
10960208,960208,14,L,4.5-5.0,4.5-5.0,2566
10960301,960301,62,zSC,zSC,zSC,2566
10960302,960302,17,L,4.5-6.0,4.5-5.5,2566
10960303,960303,26,L,5.0-5.5,4.5-5.0,2566
10960304,960304,32,M,4.5-6.0,4.5-6.0,2566
10960305,960305,14,L,4.5-5.0,4.5-5.0,2566
10960306,960306,14,L,4.5-5.0,4.5-5.0,2566
10960401,960401,34,L,5.0-5.5,4.5-5.0,2566
10960402,960402,6,L,5.5-6.5,4.5-5.5,2566
10960403,960403,26,L,5.0-5.5,4.5-5.0,2566
10960404,960404,17,L,4.5-6.0,4.5-5.5,2566
10960405,960405,17,L,4.5-6.0,4.5-5.5,2566
10960406,960406,17,L,5.0-6.0,4.5-5.5,2566
10960501,960501,32,M,4.5-6.0,4.5-6.0,2566
10960502,960502,17,L,4.5-6.0,4.5-5.5,2566
10960506,960506,26,L,5.0-5.5,4.5-5.0,2566
10960507,960507,34,L,5.0-5.5,4.5-5.0,2566
10960508,960508,34,L,5.0-5.5,4.5-5.0,2566
10960509,960509,34,L,5.0-5.5,4.5-5.0,2566
10960510,960510,26,L,5.0-5.5,4.5-5.0,2566
10960601,960601,26,L,5.0-5.5,4.5-5.0,2566
10960602,960602,34,L,5.0-5.5,4.5-5.0,2566
10960603,960603,34,L,5.0-5.5,4.5-5.0,2566
10960604,960604,34,L,5.0-5.5,4.5-5.0,2566
10960605,960605,62,zSC,zSC,zSC,2566
10960606,960606,26,L,5.0-5.5,4.5-5.0,2566
10960607,960607,26,L,5.0-5.5,4.5-5.0,2566
10960608,960608,26,L,5.0-5.5,4.5-5.0,2566
10960609,960609,50,L,5.0-5.5,4.5-5.0,2566
10960701,960701,26,L,5.0-5.5,4.5-5.0,2566
10960702,960702,26,L,5.0-5.5,4.5-5.0,2566
10960703,960703,26,L,5.0-5.5,4.5-5.0,2566
10960704,960704,26,L,5.0-5.5,4.5-5.0,2566
10960705,960705,26,L,5.0-5.5,4.5-5.0,2566
10960706,960706,26,L,5.0-5.5,4.5-5.0,2566
10960801,960801,17,L,5.0-6.0,4.5-5.5,2566
10960802,960802,6,L,5.5-6.5,4.5-5.5,2566
10960803,960803,34,L,5.0-5.5,4.5-5.0,2566
10960804,960804,26,L,5.0-5.5,4.5-5.0,2566
10960805,960805,34,L,5.0-5.5,4.5-5.0,2566
10960806,960806,34,L,5.0-5.5,4.5-5.0,2566
10960901,960901,53,L,5.0-5.5,4.5-5.5,2566
10960902,960902,53,L,5.0-5.5,4.5-5.5,2566
10960903,960903,34,M,4.5-6.0,4.5-6.0,2566
10960904,960904,53,L,5.0-5.5,4.5-5.5,2566
10960905,960905,26,L,5.0-5.5,4.5-5.0,2566
10961001,961001,58,H,<4.5,<4.5,2566
10961002,961002,26,M,5.0-6.5,4.5-5.5,2566
10961003,961003,14,L,4.5-5.0,4.5-5.0,2566
10961004,961004,14,L,4.5-5.0,4.5-5.0,2566
10961101,961101,6,L,5.5-6.5,4.5-5.5,2566
10961102,961102,58,H,<4.5,<4.5,2566
10961103,961103,6,L,5.0-6.0,4.5-5.5,2566
10961104,961104,6,L,5.5-6.5,4.5-5.5,2566
10961105,961105,34,L,5.0-5.5,4.5-5.0,2566
10961106,961106,32,L,4.5-6.0,5.0-5.5,2566
10961201,961201,53,L,5.0-5.5,4.5-5.5,2566
10961202,961202,53,L,5.0-5.5,4.5-5.5,2566
10961203,961203,34,L,5.0-5.5,4.5-5.0,2566
10961204,961204,53,L,5.0-5.5,4.5-5.5,2566
10961301,961301,6,L,5.0-6.0,4.5-5.5,2566
10961302,961302,34,L,5.0-5.5,4.5-5.0,2566
10961303,961303,10,M,4.5-5.0,4.5-7.0,2566